created_at,file_name,followers,friends,group_name,location,retweet_count,screenname,search_query,text,twitter_id,username,polarity,partition_0,partition_1
2020-07-21 18:20:53,Uganda,1997,3945,Uganda,Africa,0,JuliusBintu,#Uganda,I think @KKariisa meant impartial coverage of #UgVotes2021 activities. Giving opportunity to both big and small players to share their messages with the population. This is commendable! @Nab_Uganda #Uganda https://t.co/42fQEQd1Hq,,,,,
2020-07-21 18:20:40,Uganda,185,475,Uganda,"Kampala, Uganda",13,Anonymousugand1,#Uganda,"RT @lilimobeth: #Uganda; impunity &amp; the poor state of Mulago referral hospital. Albert Tugumisirize, 28, was riding a bicycle a long Masaka…",,,,,
2020-07-21 18:20:38,Uganda,3223,2262,Uganda,"Kampala, Uganda",7,gad_arthur,#Uganda,#UOT after watching #M7Address’s curtain raising performance. #COVID19 #Uganda https://t.co/LsqTnQJFRz,,,,,
2020-07-21 18:20:13,Uganda,2453,2409,Uganda,S.Africa,6,JuliusMalemaSon,#Uganda,RT @kasujja: Best male vocalist in #Uganda is Ezekiel Mutesasira. Is he even 10?,,,,,
2020-07-21 18:19:59,Uganda,165,1088,Uganda,The Plasma Pool,50,BrainTrash,#Uganda,RT @allimadi: I write with tears. Earlier today I thought of my sister @ballimadi #Uganda freedomfighter who passed in April &amp,,,,,
2020-07-21 18:19:37,Uganda,156,204,Uganda,,10,Kimeragidion,#Uganda,RT @BizPartnersInt: Calling all #businessowners!  We operate in 6 countries and provide loan finance for business owners with a formal and…,,,,,
2020-07-21 18:18:54,Uganda,7825,2119,Uganda,,0,joantilou,#Uganda,#Uganda's Museveni seeks re-election to extend rule to four decades - Reuters https://t.co/sF9xPzz3Ip,,,,,
2020-07-21 18:18:49,Uganda,350,191,Uganda,,2,kateshPikewill1,#Uganda,"RT @musty_official: Personally, I have no problem with staying home but every time I remember that I’ve got a loan to pay off, I’ve got ren…",,,,,
2020-07-21 18:16:00,Uganda,761,828,Uganda,,2,bana256,#Uganda,"RT @musty_official: Personally, I have no problem with staying home but every time I remember that I’ve got a loan to pay off, I’ve got ren…",,,,,
2020-07-21 18:15:31,Uganda,456,1015,Uganda,Brasil,1,Ivo_Aureliano,#Uganda,RT @ELAWUS: 2020 #ELAWFellows pre-COVID https://t.co/Nz1wGwOKBl #DRC #Uganda #Croatia #Ecuador #ELAWAdvocate @AfiegoUg @BirdLifeEurope http…,,,,,
2020-07-21 18:14:40,Uganda,1295,2176,Uganda,"East Africa, Kampala, Uganda",0,GossipEye256,#Uganda,But #Teachers of #Uganda ... Why didn't you teach our dear #president summary writing and ready   #M7Address https://t.co/IWpN8jVaO3,,,,,
2020-07-21 18:12:35,Uganda,336,240,Uganda,Uganda,2,musty_official,#Uganda,"Personally, I have no problem with staying home but every time I remember that I’ve got a loan to pay off, I’ve got rent to clear, I’ve got to eat, and acquire different services, and prices haven’t lowered. I’m forced to get out and hustle.😓 #NBSUpdates #Uganda",,,,,
2020-07-21 18:12:05,Uganda,1291,461,Uganda,UK | UG ,0,doreenf_,#Uganda,"This is to remind #Ugandans that malaria is still the number 1 killer disease in #Uganda &amp; most parts of #Africa. Also there's no #COVID19UG deaths cases in 🇺🇬 &amp; the recorded cases seem dubious. Your president is playing politricks on you, he's in the 2021 panic mode. #M7Address https://t.co/4uIjAl5jso",,,,,
2020-07-21 18:11:35,Uganda,863,188,Uganda,Uganda,15,Women4WomenUG,#Uganda,"RT @araoameny: Join me on Friday for an interview with scholar, activist &amp; candidate for Kampala Woman Member of Parliament, Dr. Stella Nya…",,,,,
2020-07-21 18:11:02,Uganda,2163,288,Uganda,"Eugene, OR, USA",1,ELAWUS,#Uganda,2020 #ELAWFellows pre-COVID https://t.co/Nz1wGwOKBl #DRC #Uganda #Croatia #Ecuador #ELAWAdvocate @AfiegoUg @BirdLifeEurope https://t.co/AWgfpXsOa5,,,,,
2020-07-21 18:06:18,Uganda,561,939,Uganda,Somewhere on God's Green Earth,3,Reelani18,#Uganda,RT @OMubwati1: Guess the owner of this hand  (Iron Fist)🤣🤣🤣  #Uganda #UgandaVsGhana https://t.co/YCpuPII7Ay,,,,,
2020-07-21 18:06:00,Uganda,956,363,Uganda,"Washington, DC",0,WFIChampions,#Uganda,"TOMORROW! Join our WEBINAR Wed July 22 9:00 EDT as we dive into data from #COVID19tracker this time on #Uganda, #SouthAfrica and #Nigeria. @Finmarktrust @i2ifacility @EFInA_Nigeria @fsduganda @CGAP #FinEquity Register now! https://t.co/qpMnBkdPr3 https://t.co/aucF1TyYXg",,,,,
2020-07-21 18:05:25,Uganda,15818,780,Uganda,"Nairobi, Kenya",0,husseinaddow,#Uganda,"#Tanzania and #Uganda are Corona FREE, while #Kenya, the numbers are steeply raising daily. #CORRUPTION and #CORONA kills. Exasperating!",,,,,
2020-07-21 18:04:53,Uganda,149,42,Uganda,,1,omujyasi,#Uganda,"Jajja @KagutaMuseveni should lodge an apology to all #Ugandans on behalf of his brutal, brainwashed security forces @PoliceUg @UPDFspokespersn and LDUs who have killed more #Uganda-ns than Coronavirus of which they claim to be protecting them from. @DailyMonitor @newvisionwire https://t.co/xKIECkxKVR",,,,,
2020-07-21 18:03:54,Uganda,2948,900,Uganda,"Nairobi, Kenya",0,MwangiMaina_,#Uganda,Pres. Museveni: #Uganda has 1072 confirmed cases of #Covid19.,,,,,
2020-07-21 18:03:15,Uganda,3329,1882,Uganda,"Kampala, Uganda",15,SsendijjaG,#Uganda,"RT @kaysafi1: People Power ""hooligans"" hijacked a patrol &amp;forced @PoliceUg to take their pals to the hospital...newest brand of ""teargas"" M…",,,,,
2020-07-21 18:01:04,Uganda,3329,1882,Uganda,"Kampala, Uganda",24,SsendijjaG,#Uganda,RT @kaysafi1: A journalist disguised as a police officer records atrocious human rights violations by the force in the ghetto of Kamwokya e…,,,,,
2020-07-21 18:00:27,Uganda,241,424,Uganda,Kisii ,14,OmetePema,#Uganda,RT @JoyDoreenBiira: #Uganda’s President Yoweri Museveni is addressing the nation now and he’s begun his address by queuing #COVID19 stories…,,,,,
2020-07-21 17:58:47,Uganda,2948,900,Uganda,"Nairobi, Kenya",0,MwangiMaina_,#Uganda,"A very unique #Covid19 update to the nation by #Uganda's Kaguta Museveni, chose to show the nation that coronavirus is real, how largest economies have been affected by queuing stories from all over the world. Wow. Waiting for his many 'elder' stories. @nyamadon a good one.",,,,,
2020-07-21 17:57:57,Uganda,661,2018,Uganda,Africa,2,centepay_,#Uganda,RT @IndulgentUM: Indulgent Ushering and Marketing in  proudly activating the centEPay website today in Kampala city center at Kooki tower..…,,,,,
2020-07-21 17:57:48,Uganda,16338,120,Uganda,Kampala,14,djbushbaby,#Uganda,RT @JoyDoreenBiira: #Uganda’s President Yoweri Museveni is addressing the nation now and he’s begun his address by queuing #COVID19 stories…,,,,,
2020-07-21 17:57:43,Uganda,291,613,Uganda,"Nairobi, Kenya",24,lina_aysha,#Uganda,RT @kaysafi1: A journalist disguised as a police officer records atrocious human rights violations by the force in the ghetto of Kamwokya e…,,,,,
2020-07-21 17:56:59,Uganda,370,175,Uganda,"Kampala, Uganda",10,KasujjaAbdul,#Uganda,"RT @youngafricawks: Join the #YoungAfricaWorks launch in #Uganda this Thursday, 23rd July from 2.30 - 4.30pm EAT to learn about how @Master…",,,,,
2020-07-21 17:56:17,Uganda,949,269,Uganda,Uganda,10,MCFAlumniUg,#Uganda,"RT @youngafricawks: Join the #YoungAfricaWorks launch in #Uganda this Thursday, 23rd July from 2.30 - 4.30pm EAT to learn about how @Master…",,,,,
2020-07-21 17:56:12,Uganda,949,269,Uganda,Uganda,12,MCFAlumniUg,#Uganda,"RT @youngafricawks: This Thursday, 23rd July, join us as we launch #YoungAfricaWorks in #Uganda! Watch live on our Facebook Page &gt; https://…",,,,,
2020-07-21 17:55:43,Uganda,291,613,Uganda,"Nairobi, Kenya",9,lina_aysha,#Uganda,"RT @observerug: Boda bodas issued #COVID19 standard operating procedures. All riders, passengers shall at all times wear a face mask coveri…",,,,,
2020-07-21 17:55:15,Uganda,291,613,Uganda,"Nairobi, Kenya",13,lina_aysha,#Uganda,"RT @lilimobeth: #Uganda; impunity &amp; the poor state of Mulago referral hospital. Albert Tugumisirize, 28, was riding a bicycle a long Masaka…",,,,,
2020-07-21 17:55:13,Uganda,1690,982,Uganda,Uganda,9,amanya_r,#Uganda,"RT @observerug: Boda bodas issued #COVID19 standard operating procedures. All riders, passengers shall at all times wear a face mask coveri…",,,,,
2020-07-21 17:54:59,Uganda,291,613,Uganda,"Nairobi, Kenya",15,lina_aysha,#Uganda,"RT @kaysafi1: People Power ""hooligans"" hijacked a patrol &amp;forced @PoliceUg to take their pals to the hospital...newest brand of ""teargas"" M…",,,,,
2020-07-21 17:54:49,Uganda,1247,780,Uganda,"Kabale, Uganda",0,Andruvok,#Uganda,"Journalists jobs in #Uganda at stake following grandpas cameo at producing a masterclass #Covid 19 world round up documentary..it may win an Oscar ...@SolomonSerwanjj @kasujja , @FrankWALUSIMBI @PabloBach",,,,,
2020-07-21 17:54:29,Uganda,158,603,Uganda,"Kampala, Uganda",0,TsedeNorbert,#Uganda,The churches and mosques have already gotten the message already! Sit back and relax! #uganda,,,,,
2020-07-21 17:54:14,Uganda,430,939,Uganda,,14,bonnymeister,#Uganda,RT @JoyDoreenBiira: #Uganda’s President Yoweri Museveni is addressing the nation now and he’s begun his address by queuing #COVID19 stories…,,,,,
2020-07-21 17:53:55,Uganda,2948,900,Uganda,"Nairobi, Kenya",14,MwangiMaina_,#Uganda,RT @JoyDoreenBiira: #Uganda’s President Yoweri Museveni is addressing the nation now and he’s begun his address by queuing #COVID19 stories…,,,,,
2020-07-21 17:53:29,Uganda,2571,2432,Uganda,"Makerere UNiversity, Kampala",10,RuhwezaSylas,#Uganda,"RT @youngafricawks: Join the #YoungAfricaWorks launch in #Uganda this Thursday, 23rd July from 2.30 - 4.30pm EAT to learn about how @Master…",,,,,
2020-07-21 17:53:23,Uganda,2571,2432,Uganda,"Makerere UNiversity, Kampala",12,RuhwezaSylas,#Uganda,"RT @youngafricawks: This Thursday, 23rd July, join us as we launch #YoungAfricaWorks in #Uganda! Watch live on our Facebook Page &gt; https://…",,,,,
2020-07-21 17:53:03,Uganda,32235,2571,Uganda,"Chuka, Kenya",14,KennyKaburu,#Uganda,RT @JoyDoreenBiira: #Uganda’s President Yoweri Museveni is addressing the nation now and he’s begun his address by queuing #COVID19 stories…,,,,,
2020-07-21 17:52:00,Uganda,85834,3132,Uganda,Africa,14,harumutasa,#Uganda,RT @JoyDoreenBiira: #Uganda’s President Yoweri Museveni is addressing the nation now and he’s begun his address by queuing #COVID19 stories…,,,,,
2020-07-21 17:51:50,Uganda,806,199,Uganda,"Kampala, Uganda",1,spoutsimpact,#Uganda,to safe water by 2025. #uganda #cleanwater,,,,,
2020-07-21 17:51:44,Uganda,149,42,Uganda,,1,omujyasi,#Uganda,"We shd be hunting down a witch-doctor who cursed #Uganda, with all this mess, people dying of hunger, LDUs, Police clobbering citizens to death, arcades closed for 4 months now, and still business as usual with @KagutaMuseveni #COVID19 address? We need answers Jajja #Museveni https://t.co/6LHgFFpOak",,,,,
2020-07-21 17:51:37,Uganda,36161,37950,Uganda,"Mombasa, Kenya.",0,solo_ambuku,#Uganda,"@BBCAfrica What about @KagutaMuseveni himuselefu? #Uganda , #Sudan 😷👊 https://t.co/vrQMf0XZ21",,,,,
2020-07-21 17:51:14,Uganda,170,517,Uganda,earth,8,DrArnoldE,#Uganda,RT @UgandaRedCross: About 708 unitis of blood were collected last week in the close collaboration with the @IndiainUganda. The last drive o…,,,,,
2020-07-21 17:50:49,Uganda,265,575,Uganda,Earth,14,JoeAndreas85,#Uganda,RT @JoyDoreenBiira: #Uganda’s President Yoweri Museveni is addressing the nation now and he’s begun his address by queuing #COVID19 stories…,,,,,
2020-07-21 17:50:35,Uganda,3637,6,Uganda,"Kampala, Uganda",1,anderson_luzze,#Uganda,But what if @irynnamubiru  tomorrow on @recordtvug @RecordTV_press @recordtvgoias @recordtvoficial @recordtvgoias @recordtvitapoan @recordtvitapoan @recordtvminas @recordtvbsb @recordtvrio @RecordTV_Belem  we international #kiggunda from 4pm in #Uganda https://t.co/o1tWDt32iG,,,,,
2020-07-21 17:50:32,Uganda,6487,6854,Uganda,"Kampala,Uganda",14,LwangaMundo,#Uganda,RT @JoyDoreenBiira: #Uganda’s President Yoweri Museveni is addressing the nation now and he’s begun his address by queuing #COVID19 stories…,,,,,
2020-07-21 17:50:32,Uganda,1,168,Uganda,Earth,0,MilkyWayDaniel,#Uganda,"@KagutaMuseveni make decisions based on data collected from #Uganda not what you’re seeing in Brazil, SA, USA THOSE ARE NOT EVEN OUR NEIGHBORS  A DISEASE THAT KILLS IN LESS THAN A MONTH HAS NOT KILLED ANYONE IN UGANDA IN 6 months  What does that tell you",,,,,
2020-07-21 17:50:19,Uganda,166,266,Uganda,Nakawa Business Park,0,TrueAfricanUg,#Uganda,#USSD is a powerful marketing tool for users to quickly register for your service. Register here: https://t.co/NDA2m9vGzU  2/2 #Uganda #UgandaDecides2021,,,,,
2020-07-21 17:50:10,Uganda,103640,4588,Uganda,East Africa,14,JoyDoreenBiira,#Uganda,#Uganda’s President Yoweri Museveni is addressing the nation now and he’s begun his address by queuing #COVID19 stories from around the world showing countries’ whose cases are spiking including Brazil 🇧🇷 and South Africa 🇿🇦,,,,,
2020-07-21 17:49:51,Uganda,2292,12,Uganda,"Canas Urbano, USA",2,RwAccommodation,#Uganda,"RT @grace_gatete: Rwanda Is opening its airports for business on 1st August, which means that international tourists will be travel there s…",,,,,
2020-07-21 17:49:38,Uganda,1465,15,Uganda,"Kampala, Uganda",2,LugamboBlog,#Uganda,"RT @grace_gatete: Rwanda Is opening its airports for business on 1st August, which means that international tourists will be travel there s…",,,,,
2020-07-21 17:48:30,Uganda,291,613,Uganda,"Nairobi, Kenya",6,lina_aysha,#Uganda,"RT @BuffaloSoldierA: As aspiring candidates continue to submit their forms at the #PeoplePower Movt Secretariat in Kamwokya, @PoliceUg cont…",,,,,
2020-07-21 17:47:55,Uganda,10,201,Uganda,,1,hunkdimesdj,#Uganda,RT @Powerhousedjz: Our dedicated Fresh Monday List is out featuring all the biggest new songs #fmm #fresh #phdjz #gains #gaintrick #music #…,,,,,
2020-07-21 17:47:35,Uganda,1042,1497,Uganda,"Zanzibar South and Central, Ta",10,Chrislubega2,#Uganda,RT @BizPartnersInt: Calling all #businessowners!  We operate in 6 countries and provide loan finance for business owners with a formal and…,,,,,
2020-07-21 17:45:58,Uganda,4692,51,Uganda,"Berkeley, CA",11,derekcwallace,#Uganda,RT @PantheraCats: Panthera Lion Program Director Paul Funston talks to @NatGeo about #Uganda's already low #lion populations suffering from…,,,,,
2020-07-21 17:45:06,Uganda,11978,2971,Uganda,"Washington, DC",0,insidevoa,#Uganda,A food riot forces more than 760 #SouthSudanese refugees in #Uganda to relocate. VOA's Halima Athumani reports. @VOANews https://t.co/YlTRC2jFio https://t.co/tmbaSTXlP2,,,,,
2020-07-21 17:43:43,Uganda,190,1039,Uganda,"Kampala, Uganda",3,eeduismail,#Uganda,RT @CephasTendereza: Happy Birthday to teenage #Uganda'n Football Player John Alou Kokas who makes 17 YEARS today.  ✍️ John is remembered f…,,,,,
2020-07-21 17:43:09,Uganda,1291,461,Uganda,UK | UG ,0,doreenf_,#Uganda,"In a government like #Uganda which  doesn't care for the welfare of its people. How have the ""growing middle class to the very lower class (muntu wa wansi) coped in the past 4 months, financially. I would genuinely like to hear from those people. _____ #M7Address x #Covi19ug",,,,,
2020-07-21 17:42:54,Uganda,10610,9487,Uganda,WEED,0,TrustNash,#Uganda,We had 1061 cases and 1071 recovered which means we don't have new cause of #COVID19 in #Uganda!! Open the country  #M7Address,,,,,
2020-07-21 17:42:30,Uganda,1405,369,Uganda,,15,tumwesigye_,#Uganda,"RT @araoameny: Join me on Friday for an interview with scholar, activist &amp; candidate for Kampala Woman Member of Parliament, Dr. Stella Nya…",,,,,
2020-07-21 17:42:11,Uganda,358,508,Uganda,"Kampala,uganda",2,grace_gatete,#Uganda,"Rwanda Is opening its airports for business on 1st August, which means that international tourists will be travel there starting next month. Wonder what plan the government of #uganda has in store for the tourism and travel sector here! @KagutaMuseveni @MinofHealthUG",,,,,
2020-07-21 17:40:42,Uganda,5690,5896,Uganda,"Dorchester, Dorset",0,gailaldwin,#Uganda,"You'd love this @NeemaMShah. A watermelon, mango and avocado smoothy served at the Escape Hotel, #Yumbe, #Uganda. https://t.co/xdEkLXh2As",,,,,
2020-07-21 17:39:40,Uganda,2399,4993,Uganda,Albania,0,Aldiii_17,#Uganda,hens and more. You can donate and get involved. CHILDRENS ARE GOD'S BLESSING 🙏🏻🙏🏻 https://t.co/SyedD3h7Bi #donate #Children #Uganda https://t.co/o4BnLLQnF1,,,,,
2020-07-21 17:38:44,Uganda,149,42,Uganda,,1,omujyasi,#Uganda,Jajja @KagutaMuseveni's #COVID19 televised addresse have become a platform to campaign for his 2021 presidential race. There is nothing #Uganda-ns are benefiting from it. #Museveni should address serious concerns that what his people expect from him. @PGovUg @GovUganda @ntvuganda https://t.co/eKOxYMG45N,,,,,
2020-07-21 17:37:48,Uganda,8802,465,Uganda,,3,CephasTendereza,#Uganda,RT @CephasTendereza: Happy Birthday to teenage #Uganda'n Football Player John Alou Kokas who makes 17 YEARS today.  ✍️ John is remembered f…,,,,,
2020-07-21 17:37:44,Uganda,172395,524,Uganda,"Kampala, Uganda",1,UGIndependent,#Uganda,"RT @UGIndependent: LIVE: President Museveni #COVID19 address. The issues, the likely new measures ...  https://t.co/4hsnlKEpHO #Uganda http…",,,,,
2020-07-21 17:36:46,Uganda,3537,321,Uganda,"Cambridge, MA",3,KwameRugunda,#Uganda,RT @Blockchain_ABU: @CeloOrg Uganda is hosting a Powerhouse of Uganda Crypto at 19:30 GMT+3 Join here: https://t.co/h9syvtBHX9 with @noryo…,,,,,
2020-07-21 17:36:27,Uganda,8802,465,Uganda,,3,CephasTendereza,#Uganda,Happy Birthday to teenage #Uganda'n Football Player John Alou Kokas who makes 17 YEARS today.  ✍️ John is remembered for having scored TWO goals for #Uganda during the #TotalAFCONU17 in 20019 in #Tanzania  Happy Birthday John 🙌 🙌 🙌 🙌 https://t.co/Evc1fujvx1,,,,,
2020-07-21 17:35:06,Uganda,243,889,Uganda,"Kampala, Uganda",4,KatNtanya,#Uganda,"RT @HMV_SMACK: ...So we beat on the boats against the currents, borne back ceaselessly into the past. Rest in Peace OBs.  #OldBoyThoughts #…",,,,,
2020-07-21 17:33:53,Uganda,3190,1584,Uganda,"Boston, MA",3,NtaleJoshua,#Uganda,RT @pearlsafarisug: In case you were wondering where you can go in #Masaka   #Uganda #PearlSafarisUg,,,,,
2020-07-21 17:33:46,Uganda,482,579,Uganda,"Badagry, Nigeria",3,AyomideTemidire,#Uganda,RT @Felix_Tih: Uganda’s President Museveni has collected papers to seek nomination as the ruling party’s candidate in next year’s president…,,,,,
2020-07-21 17:33:20,Uganda,682,466,Uganda,,3,moseskhisa,#Uganda,"RT @rtapscott: @piaraffler @dadakim @Timlongman Yes! I wrote about Apaa, and naked protest in #Uganda more generally, with Francis Abonga,…",,,,,
2020-07-21 17:32:43,Uganda,206,155,Uganda,,0,eagl,#Uganda,"Industry is working to promote better global public health: read about a new partnership among @pfizer, @wellcometrust and governments in #Ghana, #Kenya, #Malawi and #Uganda to fight drug-resistant infections through better health interventions. https://t.co/48qY3MnYch",,,,,
2020-07-21 17:30:08,Uganda,431,129,Uganda,"Kampala, Uganda",3,whispereye_news,#Uganda,Shocking Report: @HEBobiwine  planted close to 7 Million voters under @NRMOnline party register  #News #Uganda #Africa #WhisperEyeUpdates  https://t.co/fQgCM3iMxd,,,,,
2020-07-21 17:29:32,Uganda,169,565,Uganda,"Mbarara, Uganda",0,Ashyx139,#Uganda,this is #uganda the pearl of africa everything is possible https://t.co/prBknB7G9B,,,,,
2020-07-21 17:29:12,Uganda,803,270,Uganda,,1,nanyonjolynnet,#Uganda,"RT @iDEASUG: Do the the current defections amongst opposition members have an effect on their numbers in Parliament...YES, opposition numbe…",,,,,
2020-07-21 17:28:15,Uganda,42,188,Uganda,,3,Sameriethio,#Uganda,"RT @AmanuelYinga: #Nile4All Nile riparian countries 👉🏾#Burundi #DRCongo #Eritrea, #Kenya #Rwanda, #South_Sudan #Tanzania #Uganda #Egypt #Su…",,,,,
2020-07-21 17:26:26,Uganda,6704,608,Uganda,"Kampala, Uganda",10,mildredtuhaise,#Uganda,"RT @youngafricawks: Join the #YoungAfricaWorks launch in #Uganda this Thursday, 23rd July from 2.30 - 4.30pm EAT to learn about how @Master…",,,,,
2020-07-21 17:24:49,Uganda,621,5002,Uganda,"Kampala, Uganda",12,JudeMutagubya,#Uganda,"RT @youngafricawks: This Thursday, 23rd July, join us as we launch #YoungAfricaWorks in #Uganda! Watch live on our Facebook Page &gt; https://…",,,,,
2020-07-21 17:22:57,Uganda,478,1763,Uganda,Beirut,24,Adamsnoble444,#Uganda,RT @kaysafi1: A journalist disguised as a police officer records atrocious human rights violations by the force in the ghetto of Kamwokya e…,,,,,
2020-07-21 17:22:25,Uganda,5665,2696,Uganda,San Antonio,1,DanForTexas,#Uganda,"From my family in #Uganda 😎 ""Activism is part of our DNA"" - #TaxationIsTheft!   #libertarian @LPNational https://t.co/yGYx647qiY",,,,,
2020-07-21 17:22:06,Uganda,14698,934,Uganda,"New York, NY",0,UNCDF,#Uganda,Refugees in #Uganda to Benefit from @WFP’s Revised #FinancialLiteracy Training Toolkit   https://t.co/bi93gEXfrB,,,,,
2020-07-21 17:18:45,Uganda,394,269,Uganda,Uganda,10,betenga,#Uganda,RT @BizPartnersInt: Calling all #businessowners!  We operate in 6 countries and provide loan finance for business owners with a formal and…,,,,,
2020-07-21 17:17:59,Uganda,21,38,Uganda,"Sandton, South Africa",15,KxngDevork,#Uganda,"RT @kaysafi1: People Power ""hooligans"" hijacked a patrol &amp;forced @PoliceUg to take their pals to the hospital...newest brand of ""teargas"" M…",,,,,
2020-07-21 17:17:50,Uganda,539,596,Uganda,Uganda,0,nuelbusinge,#Uganda,Women selling food by the Roadside #Kampala #Uganda #UgandansWorking #candidshot https://t.co/SIKGdAFPvQ,,,,,
2020-07-21 17:17:18,Uganda,71,132,Uganda,Nigeria,3,samtarijp,#Uganda,"RT @WBG_SPLabor: #DYK? The govt of #Uganda, with support from @WorldBank community-driven development programs, is taking preventative acti…",,,,,
2020-07-21 17:16:27,Uganda,4335,173,Uganda,Kampala Uganda,12,PSF_Uganda,#Uganda,"RT @youngafricawks: This Thursday, 23rd July, join us as we launch #YoungAfricaWorks in #Uganda! Watch live on our Facebook Page &gt; https://…",,,,,
2020-07-21 17:13:25,Uganda,8802,465,Uganda,,0,CephasTendereza,#Uganda,The #Uganda FA has released two additional #Football intermediary licences to the following persons:-  ⭕️ Conrad Roy Ndawula MULINDWA ⭕️ Geofrey KAYEMBA  This now brings the total number of REGISTERED &amp,,,,,
2020-07-21 17:11:54,Uganda,4335,173,Uganda,Kampala Uganda,10,PSF_Uganda,#Uganda,"RT @youngafricawks: Join the #YoungAfricaWorks launch in #Uganda this Thursday, 23rd July from 2.30 - 4.30pm EAT to learn about how @Master…",,,,,
2020-07-21 17:10:32,Uganda,1543,1323,Uganda,"Bengaluru, India & Beijing,PRC",0,raghavan1314,#Uganda,"Dear Mr. David my friend, its not me but your continious energy to learn &amp; to grow: which infact lesson to other youngsters #African along with in #Uganda. Wish you to see keep growing 💪👍 Long live #China - #Africa friendship....  @ChineseEmb_Uga @chinascio @cgtnafrica https://t.co/yZUds5knbW",,,,,
2020-07-21 17:09:56,Uganda,2537,821,Uganda,"Kampala, Uganda",24,ErnestNuwagaba,#Uganda,RT @kaysafi1: A journalist disguised as a police officer records atrocious human rights violations by the force in the ghetto of Kamwokya e…,,,,,
2020-07-21 17:09:46,Uganda,88,1201,Uganda,대한민국 서울,2,hyuckman2046,#Uganda,RT @NutritionForDev: Starts in 15 minutes! Join the webinar focused on the results of an impact evaluation of an integrated IYCF-MNP interv…,,,,,
2020-07-21 17:09:39,Uganda,1630,795,Uganda,"Kampala, Uganda",9,Twesije,#Uganda,"RT @observerug: Boda bodas issued #COVID19 standard operating procedures. All riders, passengers shall at all times wear a face mask coveri…",,,,,
2020-07-21 17:08:32,Uganda,473,2243,Uganda,"Kampala, Uganda",24,buwuletabula,#Uganda,RT @kaysafi1: A journalist disguised as a police officer records atrocious human rights violations by the force in the ghetto of Kamwokya e…,,,,,
2020-07-21 17:07:27,Uganda,1463,1181,Uganda,"Kampala, Uganda",13,EmmahJames_m,#Uganda,"RT @lilimobeth: #Uganda; impunity &amp; the poor state of Mulago referral hospital. Albert Tugumisirize, 28, was riding a bicycle a long Masaka…",,,,,
2020-07-21 17:07:02,Uganda,172395,524,Uganda,"Kampala, Uganda",1,UGIndependent,#Uganda,"LIVE: President Museveni #COVID19 address. The issues, the likely new measures ...  https://t.co/4hsnlKEpHO #Uganda https://t.co/bZw0bHysBV",,,,,
2020-07-21 17:06:43,Uganda,539,596,Uganda,Uganda,0,nuelbusinge,#Uganda,A young boy selling fruits downtown #Uganda #UgandansWorking https://t.co/5jbMClSIdm,,,,,
2020-07-21 17:06:31,Uganda,348,225,Uganda,,0,LeDaisyy,#Uganda,"@Rmostaf16234885 @HabtamuGileno @AUC_MoussaFaki @_AfricanUnion @AUChair2020 @AlsisiOfficial @SudanPMHamdok @AbiyAhmedAli @PresidenceMali @StateHouseKenya @mfaethiopia @MfaEgypt False. Ethiopia has no interest in controlling Nile, our only interest is getting our fair share of Nile we have been excluded out of. Nile is not Egypt’s property.   #Nile4Ethiopia2 #Nile4AllRiparians #Kenya #Uganda #Rwanda #Sudan #southsudan &amp; more.",,,,,
2020-07-21 17:05:13,Uganda,4185,269,Uganda,,0,Steve_RF,#Uganda,Open schools to avert social vices https://t.co/jv1xx2wjb0 via @dailymonitor #Uganda #education,,,,,
2020-07-21 17:05:04,Uganda,233,624,Uganda,"Lira, Uganda",9,DavidKwesiga3,#Uganda,"RT @observerug: Boda bodas issued #COVID19 standard operating procedures. All riders, passengers shall at all times wear a face mask coveri…",,,,,
2020-07-21 17:03:10,Uganda,1378,1372,Uganda,"Kampala, Uganda",9,daudimuscle,#Uganda,"RT @observerug: Boda bodas issued #COVID19 standard operating procedures. All riders, passengers shall at all times wear a face mask coveri…",,,,,
2020-07-21 17:03:08,Uganda,1587,1443,Uganda,"Fort Portal, Uganda",9,The_FortGuy,#Uganda,"RT @observerug: Boda bodas issued #COVID19 standard operating procedures. All riders, passengers shall at all times wear a face mask coveri…",,,,,
2020-07-21 17:02:30,Uganda,90175,438,Uganda,Africa,0,gaetanokagwa,#Uganda,"The 19th Presidential #COVID19 address starts soon. Will religious institutions be allowed to open up? How about Schools, Boda Bodas and more importantly Bars? Their fate hangs in the balance. Got my 🍿 &amp; 🍺 ready for this riveting drama. #Uganda @DStvUganda https://t.co/YO00o92tOE",,,,,
2020-07-21 17:02:19,Uganda,7657,7179,Uganda,Uganda,13,realKizitoUg1,#Uganda,"RT @lilimobeth: #Uganda; impunity &amp; the poor state of Mulago referral hospital. Albert Tugumisirize, 28, was riding a bicycle a long Masaka…",,,,,
2020-07-21 17:01:01,Uganda,3818,5002,Uganda,Munyonyo,9,The_Hackette,#Uganda,"RT @observerug: Boda bodas issued #COVID19 standard operating procedures. All riders, passengers shall at all times wear a face mask coveri…",,,,,
2020-07-21 17:00:58,Uganda,2333,2167,Uganda,Kenya,0,254halisi,#Uganda,#UgandaDecides2021 #UgandaNews  #Uganda  #bbnaija2020   #Africa  254halisi: Is Museveni ready again to rule👇  https://t.co/QPv9zyCER4,,,,,
